,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
835,1,2020-03-01 00:53:02,2020-03-01 00:59:19,1,1.4,1,N,79,137,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
836,2,2020-03-01 00:16:26,2020-03-01 00:53:53,1,7.74,1,N,107,41,1,30.5,0.5,0.5,0.0,0.0,0.3,34.3,2.5
837,2,2020-03-01 00:57:09,2020-03-01 01:17:02,1,5.71,1,N,41,18,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,0.0
838,2,2020-03-01 00:12:46,2020-03-01 00:32:22,1,4.71,1,N,87,48,1,17.0,0.5,0.5,4.16,0.0,0.3,24.96,2.5
839,2,2020-03-01 00:41:12,2020-03-01 00:46:22,1,1.12,1,N,48,246,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
840,2,2020-03-01 00:52:24,2020-03-01 00:57:13,1,0.9,1,N,186,246,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
841,1,2020-03-01 00:11:36,2020-03-01 00:14:45,2,0.7,1,N,7,146,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0.0
842,1,2020-03-01 00:38:08,2020-03-01 00:44:56,1,1.0,1,N,107,100,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
843,1,2020-03-01 00:15:24,2020-03-01 00:29:19,1,4.3,1,N,140,260,1,15.0,3.0,0.5,5.6,0.0,0.3,24.4,2.5
844,2,2020-03-01 00:11:02,2020-03-01 00:15:15,5,0.84,1,N,48,143,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
845,2,2020-03-01 00:16:35,2020-03-01 00:33:08,5,4.19,1,N,143,116,1,15.5,0.5,0.5,4.82,0.0,0.3,24.12,2.5
846,2,2020-03-01 00:46:05,2020-03-01 01:00:18,5,5.18,1,N,151,90,1,17.0,0.5,0.5,4.16,0.0,0.3,24.96,2.5
847,2,2020-03-01 00:07:26,2020-03-01 00:24:24,1,3.14,1,N,114,163,1,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
848,2,2020-03-01 00:33:02,2020-03-01 00:36:38,1,0.57,1,N,100,186,1,4.5,0.5,0.5,2.08,0.0,0.3,10.38,2.5
849,2,2020-03-01 00:52:13,2020-03-01 01:00:07,2,1.23,1,N,144,209,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
850,1,2020-03-01 00:15:28,2020-03-01 00:19:27,1,0.7,1,N,142,163,2,4.5,3.0,0.5,0.0,0.0,0.3,8.3,2.5
851,1,2020-03-01 00:47:41,2020-03-01 01:03:20,1,4.0,1,N,142,146,1,15.0,3.0,0.5,3.0,0.0,0.3,21.8,2.5
852,1,2020-03-01 00:07:33,2020-03-01 00:23:28,1,3.1,1,N,256,224,1,13.0,3.0,0.5,2.0,0.0,0.3,18.8,2.5
853,1,2020-03-01 00:31:50,2020-03-01 00:46:18,4,1.3,1,N,107,148,1,10.0,3.0,0.5,2.0,0.0,0.3,15.8,2.5
854,1,2020-03-01 00:49:45,2020-03-01 01:04:58,1,2.5,1,N,79,186,1,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
855,2,2020-03-01 00:10:59,2020-03-01 00:31:16,1,5.22,1,N,229,157,2,19.0,0.5,0.5,0.0,0.0,0.3,22.8,2.5
856,2,2020-03-01 00:48:28,2020-03-01 00:51:41,1,0.78,1,N,140,141,1,4.5,0.5,0.5,1.0,0.0,0.3,9.3,2.5
857,2,2020-03-01 00:11:35,2020-03-01 00:27:26,1,7.17,1,N,132,63,2,21.5,0.5,0.5,0.0,0.0,0.3,22.8,0.0
858,2,2020-02-29 23:52:44,2020-03-01 00:03:47,2,1.23,1,N,144,4,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
859,2,2020-03-01 00:21:57,2020-03-01 00:40:12,2,3.99,1,N,79,263,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5
860,2,2020-03-01 00:41:35,2020-03-01 00:47:20,2,1.41,1,N,236,239,1,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
861,2,2020-03-01 00:22:40,2020-03-01 00:59:47,1,10.02,1,N,48,189,1,34.5,0.5,0.5,7.66,0.0,0.3,45.96,2.5
862,1,2020-03-01 00:11:35,2020-03-01 00:23:18,1,2.0,1,N,144,68,1,9.5,3.0,0.5,2.0,0.0,0.3,15.3,2.5
863,1,2020-03-01 00:36:51,2020-03-01 00:40:11,1,0.5,1,N,90,249,2,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5
864,1,2020-03-01 00:46:07,2020-03-01 00:46:12,6,0.5,1,N,158,158,2,2.5,3.0,0.5,0.0,0.0,0.3,6.3,2.5
865,1,2020-03-01 00:47:00,2020-03-01 00:56:57,1,3.8,5,N,158,265,1,0.0,0.0,0.0,13.4,66.75,0.3,80.45,0.0
866,1,2020-03-01 00:09:00,2020-03-01 00:17:38,3,2.0,1,N,42,151,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,0.0
867,1,2020-03-01 00:19:42,2020-03-01 00:23:42,1,0.6,1,N,151,151,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,0.0
868,2,2020-03-01 00:08:33,2020-03-01 00:14:22,2,1.44,1,N,237,43,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
869,2,2020-03-01 00:19:53,2020-03-01 00:36:25,2,6.75,1,N,142,244,1,21.5,0.5,0.5,6.32,0.0,0.3,31.62,2.5
870,2,2020-03-01 00:55:57,2020-03-01 01:03:41,1,1.83,1,N,24,239,1,8.5,0.5,0.5,1.84,0.0,0.3,14.14,2.5
871,1,2020-03-01 00:36:42,2020-03-01 00:40:26,2,0.8,1,N,50,163,1,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
872,1,2020-03-01 00:57:43,2020-03-01 01:05:49,2,1.9,1,N,50,158,1,8.5,3.0,0.5,1.0,0.0,0.3,13.3,2.5
873,1,2020-03-01 00:05:49,2020-03-01 00:17:13,1,2.0,1,N,141,230,3,9.5,3.0,0.5,0.0,0.0,0.3,13.3,2.5
874,2,2020-03-01 00:24:51,2020-03-01 00:45:08,2,8.45,1,N,138,237,1,25.5,0.5,0.5,7.33,0.0,0.3,36.63,2.5
875,2,2020-03-01 00:47:17,2020-03-01 01:03:12,1,4.37,1,N,237,260,1,15.5,0.5,0.5,0.0,0.0,0.3,19.3,2.5
876,2,2020-03-01 00:06:22,2020-03-01 00:20:53,2,2.86,1,N,90,13,2,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
877,2,2020-03-01 00:28:15,2020-03-01 00:32:20,2,0.54,1,N,231,261,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
878,2,2020-03-01 00:17:02,2020-03-01 00:32:22,1,5.84,1,N,48,42,1,18.5,0.5,0.5,4.46,0.0,0.3,26.76,2.5
879,2,2020-03-01 00:54:45,2020-03-01 01:18:06,1,5.41,1,N,230,223,1,20.0,0.5,0.5,4.0,0.0,0.3,27.8,2.5
880,2,2020-03-01 00:34:46,2020-03-01 00:40:13,1,1.64,1,N,230,43,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
881,2,2020-03-01 00:42:22,2020-03-01 00:46:04,1,1.23,1,N,239,142,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
882,2,2020-03-01 00:52:35,2020-03-01 00:58:52,1,1.05,1,N,48,186,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
883,2,2020-03-01 00:10:30,2020-03-01 00:16:03,1,0.63,1,N,79,113,1,5.0,0.5,0.5,2.64,0.0,0.3,11.44,2.5
884,2,2020-03-01 00:26:51,2020-03-01 00:32:04,1,1.04,1,N,114,231,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
885,2,2020-03-01 00:39:29,2020-03-01 00:49:24,1,1.71,1,N,211,90,2,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
886,2,2020-03-01 00:54:28,2020-03-01 00:54:40,4,0.0,5,N,90,90,1,14.0,0.0,0.0,3.36,0.0,0.3,20.16,2.5
887,2,2020-03-01 00:05:27,2020-03-01 00:19:28,4,4.0,1,N,163,74,2,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5
888,2,2020-03-01 00:45:58,2020-03-01 00:50:55,4,0.99,1,N,237,142,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
889,1,2020-03-01 00:03:55,2020-03-01 00:13:52,3,1.6,1,N,239,230,2,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5
890,1,2020-03-01 00:26:34,2020-03-01 00:35:54,2,1.8,1,N,90,246,1,8.5,3.0,0.5,1.0,0.0,0.3,13.3,2.5
891,2,2020-03-01 00:21:52,2020-03-01 00:27:03,1,1.01,1,N,79,107,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
892,2,2020-03-01 00:38:04,2020-03-01 00:48:36,1,1.18,1,N,79,234,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
893,2,2020-03-01 00:50:50,2020-03-01 00:50:53,2,0.0,5,N,234,234,1,9.3,0.0,0.0,1.08,0.0,0.3,10.68,0.0
894,1,2020-03-01 00:21:39,2020-03-01 00:23:07,1,0.3,1,N,143,143,1,3.0,3.0,0.5,1.7,0.0,0.3,8.5,2.5
895,1,2020-03-01 00:31:03,2020-03-01 00:38:43,1,1.5,1,N,48,161,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
896,1,2020-03-01 00:44:51,2020-03-01 00:56:47,1,2.7,1,N,107,237,1,11.0,3.0,0.5,1.0,0.0,0.3,15.8,2.5
897,1,2020-03-01 00:18:16,2020-03-01 00:32:59,1,2.4,1,N,170,48,2,12.0,3.0,0.5,0.0,0.0,0.3,15.8,2.5
898,1,2020-03-01 00:10:42,2020-03-01 00:17:17,1,1.5,1,N,90,230,1,7.0,3.0,0.5,2.15,0.0,0.3,12.95,2.5
899,1,2020-03-01 00:33:17,2020-03-01 00:36:11,1,0.5,1,N,90,249,1,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
900,1,2020-03-01 00:39:08,2020-03-01 00:48:11,1,1.5,1,N,249,144,1,8.0,3.0,0.5,2.0,0.0,0.3,13.8,2.5
901,1,2020-03-01 00:50:06,2020-03-01 01:09:50,1,3.5,1,N,144,181,2,16.0,3.0,0.5,0.0,0.0,0.3,19.8,2.5
902,2,2020-03-01 00:05:37,2020-03-01 00:07:38,1,0.33,1,N,144,211,1,3.5,0.5,0.5,1.46,0.0,0.3,8.76,2.5
903,2,2020-03-01 00:08:18,2020-03-01 00:31:26,1,4.11,1,N,211,255,1,18.5,0.5,0.5,2.0,0.0,0.3,24.3,2.5
904,1,2020-03-01 00:22:06,2020-03-01 00:37:33,2,3.3,1,N,144,229,1,13.0,3.0,0.5,2.0,0.0,0.3,18.8,2.5
905,1,2020-03-01 00:58:44,2020-03-01 00:59:22,1,0.2,1,N,162,170,1,3.0,3.0,0.5,1.0,0.0,0.3,7.8,2.5
906,2,2020-03-01 00:08:51,2020-03-01 00:20:26,1,1.39,1,N,224,164,2,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
907,2,2020-03-01 00:33:10,2020-03-01 00:45:03,1,2.72,1,N,249,48,1,10.5,0.5,0.5,1.43,0.0,0.3,15.73,2.5
908,2,2020-03-01 00:53:56,2020-03-01 01:03:25,1,1.28,1,N,100,164,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
909,2,2020-03-01 00:24:16,2020-03-01 00:27:04,2,0.85,1,N,142,239,1,4.5,0.5,0.5,2.08,0.0,0.3,10.38,2.5
910,2,2020-03-01 00:35:54,2020-03-01 00:42:45,2,1.2,1,N,142,163,1,6.5,0.5,0.5,1.54,0.0,0.3,11.84,2.5
911,2,2020-03-01 00:43:55,2020-03-01 00:55:28,4,3.4,1,N,163,24,1,12.0,0.5,0.5,1.9,0.0,0.3,17.7,2.5
912,1,2020-03-01 00:08:21,2020-03-01 00:35:10,1,10.4,1,N,234,127,1,32.0,3.0,0.5,8.9,0.0,0.3,44.7,2.5
913,2,2020-03-01 00:02:41,2020-03-01 00:16:13,1,1.9,1,N,234,170,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
914,2,2020-03-01 00:29:13,2020-03-01 00:31:46,2,0.52,1,N,79,107,1,4.0,0.5,0.5,1.17,0.0,0.3,8.97,2.5
915,2,2020-03-01 00:42:39,2020-03-01 00:58:18,2,1.91,1,N,79,68,1,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
916,1,2020-03-01 00:07:42,2020-03-01 00:23:45,1,3.9,1,N,263,48,1,14.5,3.0,0.5,1.0,0.0,0.3,19.3,2.5
917,1,2020-03-01 00:28:19,2020-03-01 00:36:43,1,1.8,1,N,50,163,1,8.5,3.0,0.5,2.45,0.0,0.3,14.75,2.5
918,1,2020-03-01 00:48:02,2020-03-01 01:00:42,1,3.2,1,N,234,237,1,12.5,3.0,0.5,4.85,0.0,0.3,21.15,2.5
919,2,2020-03-01 00:01:17,2020-03-01 00:09:17,5,2.29,1,N,107,141,1,8.5,0.5,0.5,1.0,0.0,0.3,13.3,2.5
920,2,2020-03-01 00:16:12,2020-03-01 00:27:18,2,1.96,1,N,239,230,1,9.5,0.5,0.5,3.32,0.0,0.3,16.62,2.5
921,2,2020-03-01 00:39:14,2020-03-01 00:45:54,3,1.3,1,N,162,233,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
922,2,2020-03-01 00:01:41,2020-03-01 00:09:09,3,1.09,1,N,142,230,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
923,2,2020-03-01 00:14:10,2020-03-01 00:18:03,1,0.92,1,N,230,90,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
924,2,2020-03-01 00:32:13,2020-03-01 00:42:16,1,2.18,1,N,234,48,1,9.5,0.5,0.5,3.32,0.0,0.3,16.62,2.5
925,2,2020-03-01 00:47:53,2020-03-01 01:07:53,2,2.5,1,N,4,158,1,13.5,0.5,0.5,3.46,0.0,0.3,20.76,2.5
926,1,2020-03-01 00:03:42,2020-03-01 00:14:56,2,1.8,1,N,143,163,1,9.5,3.0,0.5,3.3,0.0,0.3,16.6,2.5
927,1,2020-03-01 00:05:38,2020-03-01 00:13:40,1,1.7,1,N,87,231,1,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5
928,1,2020-03-01 00:15:29,2020-03-01 00:32:13,1,3.2,1,N,125,65,1,13.5,3.0,0.5,2.94,0.0,0.3,20.24,2.5
929,2,2020-03-01 00:17:28,2020-03-01 00:30:01,1,1.9,1,N,234,100,1,10.0,0.5,0.5,0.55,0.0,0.3,14.35,2.5
930,2,2020-03-01 00:35:40,2020-03-01 00:43:39,1,1.31,1,N,163,142,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
931,2,2020-03-01 00:57:53,2020-03-01 01:07:50,1,2.75,1,N,68,231,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
932,2,2020-02-29 23:58:03,2020-03-01 00:12:59,1,3.21,1,N,142,107,1,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
933,2,2020-03-01 00:30:10,2020-03-01 00:31:33,1,0.24,1,N,230,163,2,3.0,0.5,0.5,0.0,0.0,0.3,6.8,2.5
934,1,2020-03-01 00:01:18,2020-03-01 00:06:44,1,1.0,1,N,231,211,1,6.0,3.0,0.5,1.2,0.0,0.3,11.0,2.5
935,1,2020-03-01 00:10:57,2020-03-01 00:47:17,4,8.2,1,N,125,89,1,30.5,3.0,0.5,8.55,0.0,0.3,42.85,2.5
936,2,2020-03-01 00:15:04,2020-03-01 00:23:31,1,2.06,1,N,249,230,1,8.5,0.5,0.5,1.84,0.0,0.3,14.14,2.5
937,2,2020-03-01 00:39:36,2020-03-01 00:58:15,1,2.37,1,N,68,4,1,13.5,0.5,0.5,1.0,0.0,0.3,18.3,2.5
938,2,2020-03-01 00:02:48,2020-03-01 00:17:16,1,3.11,1,N,79,50,1,12.5,0.5,0.5,4.08,0.0,0.3,20.38,2.5
939,2,2020-03-01 00:21:40,2020-03-01 00:33:09,1,2.27,1,N,50,229,1,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
940,2,2020-03-01 00:59:38,2020-03-01 01:25:12,1,5.74,1,N,211,188,1,21.5,0.5,0.5,5.06,0.0,0.3,30.36,2.5
941,1,2020-03-01 00:22:07,2020-03-01 00:28:13,1,1.2,1,N,237,163,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
942,1,2020-03-01 00:30:14,2020-03-01 00:40:29,1,2.2,1,N,163,239,1,10.0,3.0,0.5,1.38,0.0,0.3,15.18,2.5
943,2,2020-03-01 00:05:19,2020-03-01 00:18:43,2,1.73,1,N,238,43,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0.0
944,2,2020-03-01 00:08:54,2020-03-01 00:32:04,1,4.94,1,N,68,33,1,18.5,0.5,0.5,4.46,0.0,0.3,26.76,2.5
945,2,2020-03-01 00:45:05,2020-03-01 00:53:50,1,2.42,1,N,87,33,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
946,2,2020-03-01 00:15:17,2020-03-01 00:19:54,1,0.93,1,N,211,125,1,5.5,0.5,0.5,1.4,0.0,0.3,10.7,2.5
947,2,2020-03-01 00:24:32,2020-03-01 00:54:40,1,8.86,1,N,211,82,1,30.5,0.5,0.5,5.7,0.0,0.3,40.0,2.5
948,2,2020-03-01 00:06:15,2020-03-01 00:30:55,2,4.02,1,N,162,125,1,18.0,0.5,0.5,4.36,0.0,0.3,26.16,2.5
949,2,2020-03-01 00:33:05,2020-03-01 00:39:26,1,0.97,1,N,125,249,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
950,2,2020-03-01 00:50:16,2020-03-01 01:03:45,2,3.09,1,N,249,162,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
951,2,2020-03-01 00:13:34,2020-03-01 00:26:13,2,2.98,1,N,114,162,1,11.0,0.5,0.5,2.22,0.0,0.3,17.02,2.5
952,2,2020-03-01 00:34:27,2020-03-01 00:52:19,2,3.19,1,N,233,246,2,14.5,0.5,0.5,0.0,0.0,0.3,18.3,2.5
953,2,2020-03-01 00:42:58,2020-03-01 01:11:11,1,10.99,1,N,132,36,1,32.5,0.5,0.5,0.0,0.0,0.3,33.8,0.0
954,2,2020-03-01 00:58:29,2020-03-01 01:10:43,1,2.22,1,N,148,90,1,10.0,0.5,0.5,1.1,0.0,0.3,14.9,2.5
955,2,2020-03-01 00:30:55,2020-03-01 00:49:39,1,4.32,1,N,113,262,1,16.5,0.5,0.5,3.0,0.0,0.3,23.3,2.5
956,2,2020-03-01 00:51:42,2020-03-01 01:12:49,1,5.55,1,N,140,179,4,-19.0,-0.5,-0.5,0.0,0.0,-0.3,-22.8,-2.5
957,2,2020-03-01 00:51:42,2020-03-01 01:12:49,1,5.55,1,N,140,179,2,19.0,0.5,0.5,0.0,0.0,0.3,22.8,2.5
958,1,2020-03-01 00:02:43,2020-03-01 00:18:53,1,2.9,1,N,186,144,3,12.5,3.0,0.5,0.0,0.0,0.3,16.3,2.5
959,1,2020-03-01 00:31:03,2020-03-01 00:49:54,2,2.0,1,N,113,68,1,13.5,3.0,0.5,3.45,0.0,0.3,20.75,2.5
960,2,2020-03-01 00:47:34,2020-03-01 00:59:38,1,1.92,1,N,79,209,1,10.0,0.5,0.5,1.0,0.0,0.3,14.8,2.5
961,1,2020-03-01 00:32:49,2020-03-01 01:10:23,1,13.3,1,N,52,42,1,40.0,3.0,0.5,5.26,0.0,0.3,49.06,2.5
962,2,2020-03-01 00:44:40,2020-03-01 01:04:07,1,5.45,1,N,79,25,1,19.5,0.5,0.5,2.0,0.0,0.3,25.3,2.5
963,2,2020-03-01 00:09:51,2020-03-01 00:16:53,2,1.57,1,N,234,162,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
964,2,2020-03-01 00:35:55,2020-03-01 00:42:36,1,0.81,1,N,230,163,1,6.0,0.5,0.5,2.94,0.0,0.3,12.74,2.5
965,2,2020-03-01 00:45:38,2020-03-01 00:48:25,1,0.5,1,N,163,161,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
966,2,2020-03-01 00:00:35,2020-03-01 00:06:16,2,0.6,1,N,142,143,1,5.5,0.5,0.5,1.0,0.0,0.3,10.3,2.5
967,2,2020-03-01 00:22:17,2020-03-01 00:31:21,1,2.41,1,N,48,237,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5
968,2,2020-03-01 00:33:29,2020-03-01 00:38:44,1,1.19,1,N,43,142,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
969,2,2020-03-01 00:09:55,2020-03-01 00:29:11,1,5.43,1,N,140,82,1,19.0,0.5,0.5,4.56,0.0,0.3,27.36,2.5
970,2,2020-03-01 00:03:26,2020-03-01 00:22:52,1,2.84,1,N,79,246,2,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5
971,2,2020-03-01 00:27:21,2020-03-01 00:38:59,1,3.29,1,N,246,239,1,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
972,2,2020-03-01 00:21:21,2020-03-01 00:24:54,1,0.85,1,N,230,48,1,4.5,0.5,0.5,0.8,0.0,0.3,9.1,2.5
973,2,2020-03-01 00:26:42,2020-03-01 00:36:07,1,1.83,1,N,48,68,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
974,2,2020-03-01 00:32:02,2020-03-01 00:40:11,2,2.36,1,N,263,170,1,9.0,0.5,0.5,3.2,0.0,0.3,16.0,2.5
975,2,2020-03-01 00:42:48,2020-03-01 00:48:13,3,0.88,1,N,137,79,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
976,2,2020-03-01 00:50:35,2020-03-01 01:11:42,3,6.44,1,N,79,74,1,20.5,0.5,0.5,4.86,0.0,0.3,29.16,2.5
977,2,2020-03-01 00:51:38,2020-03-01 01:08:17,1,1.91,1,N,79,148,1,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
978,2,2020-03-01 00:39:05,2020-03-01 00:42:01,1,0.65,1,N,48,50,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
979,2,2020-03-01 00:21:05,2020-03-01 00:25:41,1,0.73,1,N,263,237,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
980,2,2020-03-01 00:30:59,2020-03-01 01:02:51,5,12.29,1,N,79,22,1,37.0,0.5,0.5,0.0,6.12,0.3,46.92,2.5
981,2,2020-03-01 00:03:54,2020-03-01 00:08:09,1,0.71,1,N,186,90,1,4.5,0.5,0.5,1.0,0.0,0.3,9.3,2.5
982,2,2020-03-01 00:13:58,2020-03-01 00:15:58,1,0.59,1,N,90,68,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
983,2,2020-03-01 00:16:49,2020-03-01 00:31:31,1,2.73,1,N,68,4,1,12.0,0.5,0.5,1.0,0.0,0.3,16.8,2.5
984,2,2020-03-01 00:33:48,2020-03-01 00:56:46,1,7.93,1,N,4,129,2,26.5,0.5,0.5,0.0,0.0,0.3,30.3,2.5
985,2,2020-03-01 00:33:19,2020-03-01 00:38:20,1,0.9,1,N,90,249,2,-5.5,-0.5,-0.5,0.0,0.0,-0.3,-9.3,-2.5
986,2,2020-03-01 00:33:19,2020-03-01 00:38:20,1,0.9,1,N,90,249,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
987,2,2020-03-01 00:52:58,2020-03-01 00:56:03,1,0.34,1,N,107,107,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
988,2,2020-03-01 00:59:55,2020-03-01 01:07:38,2,1.03,1,N,234,249,1,6.5,0.5,0.5,1.5,0.0,0.3,11.8,2.5
989,1,2020-03-01 00:00:52,2020-03-01 00:22:24,2,4.3,1,N,141,148,1,17.5,3.0,0.5,1.5,0.0,0.3,22.8,2.5
990,1,2020-03-01 00:27:21,2020-03-01 00:39:25,1,3.2,1,N,144,189,1,12.5,3.0,0.5,3.25,0.0,0.3,19.55,2.5
991,1,2020-03-01 00:55:25,2020-03-01 01:02:26,1,1.0,1,N,148,107,1,6.5,3.0,0.5,1.0,0.0,0.3,11.3,2.5
992,1,2020-03-01 00:01:01,2020-03-01 00:09:25,2,1.4,1,N,158,186,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
993,1,2020-03-01 00:44:39,2020-03-01 00:48:17,1,0.5,1,N,164,170,1,4.5,3.0,0.5,1.0,0.0,0.3,9.3,2.5
994,1,2020-03-01 00:17:17,2020-03-01 00:26:01,1,0.9,1,N,144,79,1,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5
995,2,2020-03-01 00:05:07,2020-03-01 00:49:52,3,10.63,1,N,164,76,1,36.5,0.5,0.5,10.0,0.0,0.3,50.3,2.5
996,1,2020-03-01 00:12:43,2020-03-01 00:30:10,1,4.1,1,N,249,25,1,15.0,3.0,0.5,4.7,0.0,0.3,23.5,2.5
997,2,2020-03-01 00:16:44,2020-03-01 00:28:01,1,2.79,1,N,231,33,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
998,2,2020-03-01 00:04:16,2020-03-01 00:16:18,1,2.16,1,N,229,224,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
999,2,2020-03-01 00:17:27,2020-03-01 00:25:25,1,1.13,1,N,224,234,1,7.0,0.5,0.5,1.0,0.0,0.3,11.8,2.5
